Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,8-Dec-17,507,4,,560,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,16日～30日,8-Dec-17,67,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,674,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,8-Dec-17,103,0,,105,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,33,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,2836,2,,1034,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,21,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,8-Dec-17,1012,4,,1131,NaN,NaN
01_指名,SP,Listing,Y!PSD,-,-,8-Dec-17,279,4,,8064,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,165,0,,0,NaN,NaN
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,14934,17,,1793,NaN,NaN
03_口座開設一般,PC,Listing,Google,,,8-Dec-17,695,13,,3882,2.74,NaN
03_口座開設一般,PC,Listing,Google,-,-,8-Dec-17,3277,60,,25573,1.96,NaN
03_口座開設一般,SP,Listing,Google,-,-,8-Dec-17,10240,431,3,127882,1.52,NaN
01_指名,PC,Listing,Y!PSD,-,-,8-Dec-17,612,17,,8064,NaN,NaN
03_口座開設一般,SP,Listing,Google,,,8-Dec-17,251,5,,1511,1.9,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,8-Dec-17,82,0,,0,NaN,NaN
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,8-Dec-17,731,1,,696,NaN,NaN
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,252,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,2204,1,,83,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,8-Dec-17,252,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,329,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,8-Dec-17,1,0,,1,NaN,NaN
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,2074,1,,596,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,122,0,,0,NaN,NaN
06_外貨預金,SP,AT,GDN,-,-,8-Dec-17,4330,4,,426,NaN,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,1811,1,,186,NaN,NaN
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,3825,1,,84,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,5,0,,0,NaN,NaN
06_外貨預金,PC,AT,GDN,-,-,8-Dec-17,918,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,3030,2,,228,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,8-Dec-17,3,0,,3,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,8-Dec-17,762,0,,0,NaN,NaN
00_手数料無料,PC,AT,Y!JAX,流出ターゲティング,-,8-Dec-17,1981,3,,1698,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,8-Dec-17,256,1,,305,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,130,1,,409,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,27,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,11,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,8-Dec-17,1632,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,24,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,8-Dec-17,271,1,,52,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,8-Dec-17,72,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,1日～3日,8-Dec-17,40,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,8-Dec-17,679,1,,83,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,115,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,21,0,,0,NaN,NaN
02_指名関連,PC,Listing,Google,-,-,8-Dec-17,4801,98,1,51142,1.48,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,1506,1,,65,NaN,NaN
02_指名関連,PC,Listing,Yahoo!,-,-,8-Dec-17,35548,99,,31940,NaN,1.99
02_指名関連,PC,Listing,Yahoo!,,,8-Dec-17,432,2,,926,NaN,2.11
02_指名関連,PC,Listing,Google,,,8-Dec-17,1042,19,,11524,1.68,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,143,0,,0,NaN,NaN
02_指名関連,SP,Listing,Google,,,8-Dec-17,2158,20,,11405,1.79,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,302,0,,0,NaN,NaN
02_指名関連,SP,Listing,Google,-,-,8-Dec-17,22670,347,4,153060,1.68,NaN
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,675,1,,124,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,586,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,8-Dec-17,161,1,,193,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,8-Dec-17,223,1,,241,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,448,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,8-Dec-17,181,0,,211,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,-,-,8-Dec-17,31097,48,,14348,NaN,1.78
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,89,0,,0,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,,,8-Dec-17,952,2,,106,NaN,1.68
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,10324,6,,694,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,431,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,97,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,764,1,,460,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,386,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,350,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,611,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,940,1,,73,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,662,1,,65,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,252,2,,485,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,8-Dec-17,1732,8,,1770,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,10,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,57,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,209,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,1430,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,94,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,8-Dec-17,179,0,,217,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,286,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,2320,5,,419,NaN,NaN
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,12505,13,1,6533,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,63,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,76,0,,0,NaN,NaN
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,8-Dec-17,15304,23,,7414,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,8-Dec-17,203,0,,0,NaN,NaN
01_指名,PC,Listing,Yahoo!,-,-,8-Dec-17,1504,99,1,5344,NaN,1.01
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,683,0,,0,NaN,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,1106,1,,83,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,267,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,409,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,8-Dec-17,45,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,228,2,,827,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,132,0,,0,NaN,NaN
00_手数料無料,PC,AT,GDN,-,-,8-Dec-17,17359,23,,2724,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,90,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,203,0,,0,NaN,NaN
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,4411,2,,272,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,64,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,41,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,40,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,8-Dec-17,718,2,,826,NaN,NaN
00_手数料無料,SP,AT,GDN,-,-,8-Dec-17,18976,27,,2118,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,,,8-Dec-17,379,1,,167,NaN,2.04
03_口座開設一般,PC,Listing,Yahoo!,-,-,8-Dec-17,8828,80,,17017,NaN,1.97
03_口座開設一般,SP,AT,GDN,-,-,8-Dec-17,13753,26,,2502,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,115,0,,0,NaN,NaN
03_口座開設一般,PC,AT,GDN,-,-,8-Dec-17,15314,10,,1328,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,8-Dec-17,196,0,,253,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,8-Dec-17,195,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,8-Dec-17,720,2,,798,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,143,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,317,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,8-Dec-17,220,1,,235,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,8-Dec-17,729,1,,689,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,8-Dec-17,459,0,,0,NaN,NaN
01_指名,SP,Listing,Yahoo!,-,-,8-Dec-17,534,23,,3426,NaN,1.02
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,51,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,18,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,8-Dec-17,375,2,,454,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,70,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,306,1,,146,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,1048,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,116,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,35,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,8-Dec-17,65,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,8-Dec-17,418,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,460,1,,354,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,41,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,658,1,,266,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,124,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,187,1,,240,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,75,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,8-Dec-17,500,1,,522,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,8-Dec-17,54,0,,61,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,176,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,8-Dec-17,91,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,8-Dec-17,14,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,,,8-Dec-17,550,3,,1292,NaN,1.64
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,1038,1,,166,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,8-Dec-17,5049,31,,6205,NaN,1.72
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,190,0,,0,NaN,NaN
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,8-Dec-17,2102,2,,253,NaN,NaN
04_海外での利用,PC,AT,GDN,-,-,8-Dec-17,71089,41,,5227,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,32,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,8-Dec-17,145,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,40,0,,0,NaN,NaN
04_海外での利用,SP,AT,GDN,-,-,8-Dec-17,76747,46,,4560,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,49,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,8-Dec-17,265,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,8-Dec-17,165,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,8-Dec-17,71,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,8-Dec-17,61,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,8-Dec-17,87,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,8-Dec-17,471,1,,643,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,8-Dec-17,568,3,,612,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,8-Dec-17,502,2,,516,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,8-Dec-17,564,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,31日～90日,8-Dec-17,254,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,8-Dec-17,46,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,8-Dec-17,37,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,8-Dec-17,287,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,8-Dec-17,369,1,,388,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,7-Dec-17,16,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,7-Dec-17,344,1,,451,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,7-Dec-17,1272,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,7-Dec-17,444,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,7-Dec-17,27,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,7-Dec-17,544,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,7-Dec-17,48,0,,63,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,7-Dec-17,673,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,7-Dec-17,57,1,,77,NaN,NaN
00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,7-Dec-17,264,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,7-Dec-17,167,0,,204,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,7-Dec-17,131,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,7-Dec-17,2161,2,,251,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,7-Dec-17,208,1,,234,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,1,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,7-Dec-17,304,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,7-Dec-17,190,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,7-Dec-17,722,2,,620,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,7-Dec-17,953,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,7-Dec-17,2,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,7-Dec-17,21,0,,0,NaN,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,7-Dec-17,1070,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,7-Dec-17,425,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,242,1,,505,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,7-Dec-17,213,1,,229,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,7-Dec-17,202,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,7-Dec-17,27,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,7-Dec-17,515,2,,547,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,20,0,,0,NaN,NaN
04_海外での利用,SP,AT,GDN,-,-,7-Dec-17,114165,97,,9938,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,7-Dec-17,20,0,,0,NaN,NaN
04_海外での利用,PC,AT,GDN,-,-,7-Dec-17,101922,85,,12338,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,7-Dec-17,106,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,7-Dec-17,173,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,7-Dec-17,1640,9,,1757,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,27,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,7-Dec-17,69,0,,0,NaN,NaN
00_手数料無料,PC,AT,GDN,-,-,7-Dec-17,21353,35,,4345,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,7-Dec-17,72,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,7-Dec-17,116,0,,115,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,7-Dec-17,165,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,7-Dec-17,221,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,4日～7日,7-Dec-17,26,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,7-Dec-17,63,0,,0,NaN,NaN
00_手数料無料,SP,AT,GDN,-,-,7-Dec-17,28823,46,,4454,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,64,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,7-Dec-17,2500,1,,110,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,7-Dec-17,26,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,7-Dec-17,342,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,7-Dec-17,73,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,7-Dec-17,756,0,,682,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,7-Dec-17,720,0,,0,NaN,NaN
01_指名,SP,Listing,Yahoo!,-,-,7-Dec-17,537,13,,2185,NaN,1.02
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,7-Dec-17,13,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,7-Dec-17,390,1,,404,NaN,NaN
01_指名,PC,Listing,Google,-,-,7-Dec-17,1687,118,,12832,1.01,NaN
01_指名,PC,Listing,Yahoo!,-,-,7-Dec-17,1545,92,1,7928,NaN,1.01
01_指名,PC,Listing,Google,,,7-Dec-17,31,2,,347,1.05,NaN
00_手数料無料,SP,RT,YDN,S1.TOPページ離脱,8日～15日,7-Dec-17,71,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,7-Dec-17,90,0,,0,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,7-Dec-17,2,0,,2,NaN,NaN
00_手数料無料,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,7-Dec-17,603,4,,646,NaN,NaN
00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,7-Dec-17,123,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,7-Dec-17,59,0,,0,NaN,NaN
01_指名,SP,Listing,Google,-,-,7-Dec-17,1104,137,1,11303,1.02,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,7-Dec-17,35,0,,0,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,-,-,7-Dec-17,8962,91,,15776,NaN,2.08
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,7-Dec-17,121,0,,0,NaN,NaN
03_口座開設一般,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,7-Dec-17,53,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,7-Dec-17,1270,2,,197,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,7-Dec-17,6746,36,,10140,NaN,1.74
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,7-Dec-17,2359,2,,230,NaN,NaN
